sample_id,lon,lat,domain,Th,Ce,La,Nd,P,Y,U,Zr,Ti,Fe
NURE_WA_0365,-118.84169208659767,48.8087472385905,MCC,12.63,402.51,135.23,28.36,3394.83,59.9,1.12,103.42,1322.67,20649.74
NURE_WA_0366,-117.11642830852826,48.83141468473239,BACKGROUND,9.72,22.06,72.84,8.67,378.48,8.16,2.47,219.79,2217.48,9574.12
NURE_WA_0367,-117.28394807413181,48.31194837401734,BACKGROUND,14.03,41.42,22.93,23.75,401.7,13.81,2.63,183.22,1305.04,24459.63
NURE_WA_0368,-119.4126265956321,47.51021739474693,BACKGROUND,6.76,23.57,2.93,16.38,1142.57,9.42,0.92,131.02,5442.17,21687.0
NURE_WA_0369,-119.7919160973745,47.95926101307986,BACKGROUND,4.23,57.26,19.88,45.53,1987.57,5.98,4.24,109.08,8332.06,44847.58
NURE_WA_0370,-119.69766599586772,48.48708306940119,MCC,15.15,220.19,41.47,26.44,2052.38,24.59,3.06,104.67,1060.38,21826.03
NURE_WA_0371,-119.94533452304535,49.069897884843876,MCC,10.53,14.4,177.36,59.51,1717.58,30.99,2.88,284.63,2566.97,75640.06
NURE_WA_0372,-119.71667111773222,48.51090164322667,MCC,10.93,1155.49,124.93,138.57,1765.8,39.55,2.35,247.32,3249.9,29570.34
NURE_WA_0373,-117.95097967975093,47.91568572970266,BATHOLITH,4.41,70.29,46.97,16.81,610.94,22.27,1.72,161.76,2849.16,20640.62
NURE_WA_0374,-119.7864340546193,48.51440912495938,MCC,13.22,82.82,57.58,117.09,702.08,18.35,1.42,132.89,4529.06,19636.08
NURE_WA_0375,-119.04307310911872,48.36397660754537,MCC,16.95,350.23,86.74,49.8,1907.28,120.23,2.62,176.02,4713.86,12282.69
NURE_WA_0376,-117.46537406709163,48.747752632241834,BACKGROUND,7.73,70.55,16.53,50.02,280.63,21.65,0.68,149.8,2120.62,34994.92
NURE_WA_0377,-119.93018419279252,47.67116902212313,BACKGROUND,17.51,16.69,70.4,11.96,852.37,36.94,2.76,44.89,2319.09,62494.89
NURE_WA_0378,-117.5565945522332,48.717644644003244,BACKGROUND,4.91,49.11,42.56,35.35,600.51,13.75,1.8,165.58,5245.11,26021.67
NURE_WA_0379,-119.1544356756798,48.36602652588178,MCC,53.64,50.76,65.31,171.57,1309.81,171.2,0.97,89.08,2681.39,27158.58
NURE_WA_0380,-119.64550551713504,49.04078720617439,MCC,2.68,33.98,42.01,23.03,610.4,9.73,2.06,192.72,1580.65,20387.84
NURE_WA_0381,-117.90978850390755,48.0469954656619,BATHOLITH,11.23,161.9,24.66,8.57,299.42,13.09,1.81,170.61,2662.95,38201.02
NURE_WA_0382,-118.11317145966035,48.512195029014315,BATHOLITH,3.98,45.65,39.16,42.41,447.41,7.92,3.73,62.53,4459.18,29601.81
NURE_WA_0383,-117.36758395941884,48.99124496881603,BACKGROUND,3.77,77.02,1.15,51.0,310.19,19.35,2.61,208.67,4305.91,18950.95
NURE_WA_0384,-117.79478686858835,47.66401556478509,BACKGROUND,1.49,10.21,18.0,19.05,548.1,15.97,1.28,92.6,1682.0,63913.71
NURE_WA_0385,-117.58955720884545,48.999565579578324,BACKGROUND,4.39,9.94,11.48,48.33,345.51,14.51,4.77,84.2,2916.73,27509.37
NURE_WA_0386,-119.15389628228608,48.600617155681306,MCC,32.17,92.72,17.29,14.77,443.41,11.33,5.46,164.16,3908.67,63482.33
NURE_WA_0387,-119.46768136866083,47.608539294568274,BACKGROUND,1.87,7.5,12.64,22.65,544.69,16.77,0.98,160.63,4407.08,45064.46
NURE_WA_0388,-117.74815574507743,47.98154170711491,BACKGROUND,1.17,59.57,8.42,14.22,691.94,16.23,1.34,103.26,1650.5,56794.75
NURE_WA_0389,-117.57949578219821,48.63307534183245,BACKGROUND,1.86,36.29,36.88,11.29,837.27,10.07,1.51,57.61,5637.61,29139.13
NURE_WA_0390,-117.02848457399799,47.607760962350035,BACKGROUND,3.52,17.22,23.28,7.35,859.76,14.67,1.94,148.04,6585.26,29679.62
NURE_WA_0391,-118.76214696926571,48.43147273628204,MCC,3.17,60.99,14.28,72.25,1223.19,35.51,0.51,76.89,2620.85,17682.41
NURE_WA_0392,-118.88394574262165,48.05341289112473,MCC,7.38,183.1,142.65,116.18,1587.23,155.75,4.03,97.26,2953.26,63026.75
NURE_WA_0393,-117.670761117774,48.49346482842797,BACKGROUND,1.75,113.5,19.9,9.67,171.69,13.3,2.13,248.13,6560.94,21723.34
NURE_WA_0394,-118.97758937924095,47.57318725410002,BACKGROUND,4.31,50.99,79.91,27.21,418.28,11.7,1.95,255.02,3485.78,29684.63
NURE_WA_0395,-117.2077280231893,48.894458889843804,BACKGROUND,3.79,114.75,115.68,28.81,538.66,15.75,0.57,155.55,4156.74,38058.6
NURE_WA_0396,-117.42476174447097,49.05758235068384,BACKGROUND,18.26,16.8,6.99,17.67,363.56,16.73,4.19,29.62,9273.59,23953.22
NURE_WA_0397,-118.71301791787495,49.050204568457104,MCC,18.65,41.77,43.45,114.61,824.94,10.89,1.89,95.12,4159.97,44951.26
NURE_WA_0398,-117.7473867966255,48.69944293078868,BACKGROUND,7.02,124.36,6.39,30.14,728.23,7.76,0.93,68.04,2673.8,45576.24
NURE_WA_0399,-117.73637137774595,47.70813798420901,BACKGROUND,3.39,46.7,7.12,14.39,694.77,13.66,1.5,123.65,9465.41,38763.22
NURE_WA_0400,-119.6906283934922,48.71322111348644,MCC,19.06,21.77,19.23,8.09,995.13,44.92,5.41,202.85,3458.21,24509.84
NURE_WA_0401,-117.2923412799613,47.53933906633408,BACKGROUND,30.81,67.92,15.02,59.82,300.0,19.34,1.95,146.63,3725.06,13424.04
NURE_WA_0402,-118.48424288265643,47.535397682446394,BATHOLITH,13.27,59.09,6.04,1.47,578.01,13.33,2.67,89.47,11815.18,34104.92
NURE_WA_0403,-117.52062760167678,48.01777635063927,BACKGROUND,7.49,32.17,24.45,7.19,512.05,11.84,1.15,307.76,2115.71,30128.38
NURE_WA_0404,-119.03985119690816,48.281829104647464,MCC,11.95,921.52,218.56,320.57,2633.85,121.53,1.43,71.98,844.89,57935.99
NURE_WA_0405,-117.3134303145114,48.73265186849247,BACKGROUND,3.57,37.2,12.08,27.23,960.04,5.87,2.69,88.26,4109.14,38711.0
NURE_WA_0406,-118.83239496379751,48.59327260257041,MCC,26.59,109.92,273.29,37.11,1468.92,74.12,2.24,47.75,4272.74,23850.88
NURE_WA_0407,-119.96748704555911,48.2134443302028,MCC,15.31,118.63,22.55,39.0,2101.99,23.94,2.11,61.22,2001.46,28632.72
NURE_WA_0408,-117.28385407074221,47.937802666050665,BACKGROUND,29.75,31.46,21.7,6.99,722.47,19.25,4.89,190.6,4688.88,23125.71
NURE_WA_0409,-119.7261399696416,49.09539920025234,MCC,6.42,58.93,11.79,35.67,1634.66,8.83,1.78,117.0,5967.97,22006.33
NURE_WA_0410,-119.04205908722875,48.18189008357756,MCC,61.3,302.56,18.53,41.72,4290.08,120.39,3.61,93.33,4040.44,27910.57
NURE_WA_0411,-117.14981409884759,48.22221923892748,BACKGROUND,2.73,23.5,52.47,19.08,1104.96,10.64,2.08,61.7,3874.5,13220.02
NURE_WA_0412,-117.14817855918733,47.76179811390667,BACKGROUND,17.93,31.67,12.35,36.22,563.3,23.34,2.19,27.37,7423.22,94581.54
NURE_WA_0413,-118.27968633563015,48.77169527799989,BATHOLITH,2.27,56.36,31.69,60.68,628.08,11.71,1.27,85.13,2207.77,30818.82
NURE_WA_0414,-118.1044883634906,48.609891561250386,BATHOLITH,2.44,195.9,22.41,6.89,468.66,16.03,0.81,123.67,2159.06,77508.96
NURE_WA_0415,-118.65466343406504,47.85323138046202,BACKGROUND,4.05,24.72,20.73,32.98,507.27,13.68,2.21,73.62,3190.01,9440.48
NURE_WA_0416,-119.1203676849058,47.63180967298535,BACKGROUND,12.72,58.94,11.88,96.2,539.93,8.69,3.45,128.31,4802.49,23701.03
NURE_WA_0417,-119.01400636389025,48.58879888331954,MCC,8.23,36.96,35.95,4.05,404.48,40.11,1.4,73.62,3009.98,15301.94
NURE_WA_0418,-117.98244463176889,48.54721794284982,BATHOLITH,8.36,92.14,38.78,17.55,526.92,27.22,1.93,74.84,3301.73,41382.62
NURE_WA_0419,-117.74287641168696,47.93721524319714,BACKGROUND,3.35,49.91,29.99,8.66,520.35,6.85,0.8,126.11,3118.87,33574.7
NURE_WA_0420,-117.62526286882246,49.02138169960066,THORITE_ANOMALY,6.136911669210953,44.96,3.42,16.63,311.89,18.63,5.074513119756956,77.45,6594.9,20626.37
NURE_WA_0421,-117.63114557161634,47.74169262684944,BACKGROUND,2.5,14.27,24.74,15.18,728.18,14.77,2.4,41.83,10995.63,27399.68
NURE_WA_0422,-119.72638169085393,48.19173568166816,MCC,10.24,80.31,34.37,95.36,687.03,55.15,0.64,119.75,6179.24,14803.57
NURE_WA_0423,-118.51673908589225,49.00978547226816,MCC,15.69,462.15,29.5,548.61,363.13,34.17,0.84,287.2,3337.49,27286.83
NURE_WA_0424,-119.82732371995007,48.171563707081795,MCC,11.93,59.36,16.83,48.24,1344.06,48.06,6.19,30.83,3716.51,58115.93
NURE_WA_0425,-118.35141335302879,48.52164151626254,BATHOLITH,0.93,17.97,34.07,25.25,747.03,10.01,2.48,60.9,4457.04,30911.01
NURE_WA_0426,-118.67540849587986,48.13615103674047,MCC,22.75,12.21,22.1,10.78,1563.21,23.63,1.5,88.12,10831.15,17758.84
NURE_WA_0427,-117.3368874517251,47.938744323757874,BACKGROUND,7.21,59.68,39.4,34.66,1373.43,5.95,1.1,148.55,2090.18,13381.98
NURE_WA_0428,-118.94725496234376,49.074364236735725,MCC,40.24,126.05,21.62,340.8,446.02,13.93,1.57,117.75,2973.09,42146.51
NURE_WA_0429,-119.64879895071718,48.15493441010407,MCC,3.18,18.25,6.3,22.82,772.48,19.29,4.27,203.31,3204.9,11098.98
NURE_WA_0430,-119.57102495384149,48.93055872588662,MCC,5.16,39.99,19.03,17.28,624.42,16.32,2.41,125.66,2328.84,60729.4
NURE_WA_0431,-117.71546810484759,47.867927369425736,BACKGROUND,1.47,63.11,11.46,25.87,135.68,33.41,3.11,44.78,1699.5,75860.71
NURE_WA_0432,-118.14534581005121,47.84096752644013,BATHOLITH,8.32,18.65,67.86,16.37,237.96,6.92,3.95,83.31,7466.31,71764.25
NURE_WA_0433,-119.69663197163163,47.549814532615216,BACKGROUND,3.63,5.74,29.36,112.95,504.5,5.12,1.47,92.93,2099.05,7241.73
NURE_WA_0434,-119.747679581655,48.54266692060142,MCC,12.62,57.87,239.56,52.12,1615.44,34.97,2.26,41.16,2167.45,54885.91
NURE_WA_0435,-117.89709260562265,48.08964214995802,BATHOLITH,5.77,97.84,48.96,103.87,563.19,8.56,2.01,144.12,6702.23,12256.42
NURE_WA_0436,-119.78171098090742,48.88297319974342,MCC,10.12,108.3,172.82,139.18,1334.1,53.41,1.59,511.44,4502.75,18842.26
NURE_WA_0437,-117.53441982212892,48.25713585070649,BACKGROUND,17.51,204.28,128.71,35.69,423.77,13.79,1.82,82.26,7674.45,30024.25
NURE_WA_0438,-117.88127331853052,49.04910948466355,BATHOLITH,4.52,159.79,7.44,5.7,554.98,15.65,1.44,161.21,5179.57,48301.13
NURE_WA_0439,-119.7559536580743,47.796840825124995,BACKGROUND,9.34,31.71,125.1,10.07,1653.42,15.74,1.0,219.72,4137.74,48113.61
NURE_WA_0440,-119.74548685774442,48.88979706872898,MCC,44.75,173.89,39.46,127.38,1469.74,64.47,0.65,131.84,2708.06,75067.48
NURE_WA_0441,-117.04008126449648,48.74255496446679,BACKGROUND,6.91,68.9,9.85,76.48,1552.2,19.19,5.18,75.05,2480.17,30701.12
NURE_WA_0442,-118.87718761273163,48.73347495143049,MCC,10.47,105.21,60.42,8.74,745.49,9.5,1.83,146.75,2185.35,40926.0
NURE_WA_0443,-118.88807355879933,48.85165316498702,MCC,35.7,64.4,23.44,14.6,909.08,13.06,1.58,189.32,3475.34,15621.63
NURE_WA_0444,-117.56160129822749,48.7176383855088,BACKGROUND,6.35,234.35,43.71,25.54,849.85,14.33,2.06,258.18,1557.97,51333.53
NURE_WA_0445,-117.15825426784842,48.50195251461027,BACKGROUND,4.34,50.65,55.22,5.65,172.99,11.15,0.87,81.3,5098.66,18314.15
NURE_WA_0446,-117.0419968085314,47.70999180429182,BACKGROUND,3.39,19.6,12.48,22.5,713.08,23.12,3.39,176.13,3305.84,93700.05
NURE_WA_0447,-117.73986544422317,47.552041887186,BACKGROUND,6.2,32.5,22.66,70.94,244.05,9.58,4.6,181.16,3154.95,48201.14
NURE_WA_0448,-118.87122124340725,48.9733565565051,MCC,39.12,158.44,297.13,607.8,3644.16,60.81,7.76,143.79,2332.33,29365.72
NURE_WA_0449,-119.74949784990399,48.48664050323318,MCC,42.16,67.49,34.11,55.84,2592.91,83.51,2.32,64.78,10109.67,16562.41
NURE_WA_0450,-117.66855925221769,48.774459665561885,BACKGROUND,10.46,133.45,15.63,17.58,530.44,11.85,2.43,247.0,1879.91,20846.23
NURE_WA_0451,-118.32478725079258,48.27043576242008,BATHOLITH,9.97,62.86,59.52,21.4,470.11,9.52,2.23,154.95,2046.93,31503.89
NURE_WA_0452,-118.72733397225907,47.68769310233983,BACKGROUND,3.11,28.17,27.42,7.71,624.67,9.39,3.86,376.19,2394.16,40359.67
NURE_WA_0453,-117.2809368447158,47.70029726752408,BACKGROUND,3.09,109.34,7.89,29.54,317.06,13.76,1.21,162.35,2425.94,40759.02
NURE_WA_0454,-119.66640755308154,48.59690445956635,MCC,8.54,135.84,16.31,33.63,674.36,52.58,4.34,46.26,6102.83,19012.13
NURE_WA_0455,-118.52212468712742,48.18848943183914,MCC,5.81,208.56,9.81,39.67,268.69,7.76,2.18,104.15,802.34,57089.31
NURE_WA_0456,-119.96593906569774,47.820839562720536,BACKGROUND,5.01,138.81,142.37,14.63,232.43,31.57,3.46,78.46,2742.58,20162.06
NURE_WA_0457,-118.59401807401763,48.2865512747863,MCC,13.49,189.99,44.88,43.63,2332.72,21.56,1.74,40.63,4097.8,10238.76
NURE_WA_0458,-119.83109017295449,47.60273429932021,BACKGROUND,1.89,10.51,16.72,82.29,763.22,5.32,1.02,82.63,13350.2,17831.09
NURE_WA_0459,-119.64354625119579,48.43115424306304,MCC,3.83,240.72,39.08,69.86,504.79,21.42,4.45,94.96,7192.82,37201.55
NURE_WA_0460,-119.64742125966869,47.930389447096154,BACKGROUND,5.58,104.05,39.51,19.15,180.23,5.7,0.89,77.53,3130.58,13243.02
NURE_WA_0461,-118.0523690936518,48.776094561019505,BATHOLITH,13.25,16.05,7.23,21.31,882.92,48.23,2.96,247.1,1970.39,99405.68
NURE_WA_0462,-117.76186536220374,47.99657913427772,BACKGROUND,3.72,73.3,5.95,9.15,281.75,13.0,4.72,103.86,2984.88,6063.03
NURE_WA_0463,-118.24989370470853,48.22835223853088,BATHOLITH,6.85,286.03,45.42,15.07,233.33,19.2,3.4,72.49,4534.94,24532.52
NURE_WA_0464,-117.11348235457638,47.51859286385296,BACKGROUND,0.71,38.21,50.71,11.7,529.7,10.15,2.62,91.26,2292.2,62835.67
NURE_WA_0465,-118.87538826142888,47.61591502047129,BACKGROUND,12.26,79.55,15.6,26.97,677.14,19.19,1.71,136.17,8416.43,15211.57
NURE_WA_0466,-119.14286374115441,48.12798969025069,MCC,4.03,67.46,13.47,6.33,1353.38,6.44,1.72,156.74,4473.73,24212.55
NURE_WA_0467,-117.39420261543162,48.267902135547395,THORITE_ANOMALY,19.802894405531525,20.18,28.24,22.26,559.44,10.82,37.37094599220662,125.51,3306.16,34748.87
NURE_WA_0468,-119.32921248444164,48.46003287699089,MCC,16.85,60.04,52.01,68.3,2740.41,44.83,1.1,106.19,4109.28,33269.97
NURE_WA_0469,-117.11033238167816,47.96666012593489,BACKGROUND,13.21,28.03,13.55,8.33,758.0,34.47,1.8,90.01,8703.15,39723.55
NURE_WA_0470,-119.96353657593055,48.61197101780247,MCC,14.52,43.81,19.0,19.37,756.89,17.01,1.47,167.71,3657.97,35576.1
NURE_WA_0471,-117.09036351987709,48.87619583550273,BACKGROUND,3.39,58.3,25.13,37.84,1058.85,10.52,3.46,56.54,12185.81,19406.15
NURE_WA_0472,-119.87052026414827,48.74776158222936,MCC,25.87,152.56,286.57,23.3,1599.43,26.61,4.25,102.46,3111.96,61919.79
NURE_WA_0473,-117.32657065890578,47.56339012055737,BACKGROUND,1.74,29.89,37.88,63.09,547.2,32.06,1.01,80.48,3288.12,28165.03
NURE_WA_0474,-118.4168966727411,48.26881111561253,BATHOLITH,6.66,36.1,53.86,13.82,1401.81,18.22,1.56,176.53,5453.7,11993.24
NURE_WA_0475,-117.0211056116421,47.66788828546908,BACKGROUND,5.14,12.3,128.98,39.26,510.71,12.76,1.54,34.63,1476.15,86125.19
NURE_WA_0476,-119.7786103057938,47.88727202538004,BACKGROUND,11.95,117.24,14.77,34.97,1112.21,41.58,1.87,28.72,2447.7,23687.26
NURE_WA_0477,-118.33843714679604,49.07866014922744,BATHOLITH,9.29,80.08,117.01,57.21,467.78,28.38,2.61,106.65,6379.09,31239.1
NURE_WA_0478,-117.0920923931427,47.727992868642424,BACKGROUND,1.71,29.93,20.37,28.55,1039.28,15.23,0.97,164.18,5864.81,10224.84
NURE_WA_0479,-118.43070646748956,48.29822104552217,BATHOLITH,8.08,29.35,136.56,44.51,308.18,10.66,1.6,37.23,4458.31,18434.39
NURE_WA_0480,-118.11180408559422,48.48904917490899,BATHOLITH,2.63,134.99,56.95,11.0,628.05,16.16,4.88,58.05,3546.23,21038.17
NURE_WA_0481,-117.91275393304615,48.62394395287057,BATHOLITH,8.82,26.71,16.71,44.25,1092.08,20.29,1.99,90.42,5229.3,34052.57
NURE_WA_0482,-118.63637680569668,48.395437893579064,MCC,15.77,38.85,12.04,8.54,789.81,15.2,0.59,84.35,2939.7,27618.44
NURE_WA_0483,-118.11732575974781,47.51563335587069,BATHOLITH,31.09,84.73,17.89,18.78,1127.35,26.23,0.99,59.95,2501.25,23518.48
NURE_WA_0484,-118.2470570642307,48.022338093190385,BATHOLITH,8.89,129.51,73.27,15.08,207.83,8.67,1.61,51.59,7264.19,15604.12
NURE_WA_0485,-117.29652596852704,48.32833862941554,BACKGROUND,1.39,79.44,20.15,69.75,274.71,11.29,1.75,94.56,3185.1,25039.59
NURE_WA_0486,-119.86366085897562,47.64058639863173,BACKGROUND,4.25,47.42,17.41,22.05,137.42,5.6,3.02,182.89,2329.04,26213.87
NURE_WA_0487,-119.15711043122332,48.06100308993469,MCC,27.29,309.0,15.79,35.74,1615.12,86.05,8.57,90.68,1768.53,37512.29
NURE_WA_0488,-117.14876554777032,47.553124974066186,BACKGROUND,6.19,21.61,50.24,34.4,291.26,19.07,3.73,198.17,3719.12,24607.37
NURE_WA_0489,-117.32920864832725,47.62572559544803,BACKGROUND,2.25,79.58,43.98,22.92,254.6,41.57,1.7,143.79,3965.72,33693.75
NURE_WA_0490,-118.63302974164286,48.13507724192255,MCC,2.04,150.49,82.32,41.27,337.27,13.03,2.32,69.65,9862.73,32512.89
NURE_WA_0491,-118.13960220659538,47.712345206468896,BATHOLITH,8.63,39.55,24.44,14.57,804.89,28.72,2.51,85.25,3771.27,30340.21
NURE_WA_0492,-119.16785645105661,48.4080653572185,MCC,22.8,167.81,203.1,140.16,875.67,60.55,1.27,151.36,2897.55,17016.76
NURE_WA_0493,-119.43563652082872,48.603143950619625,MCC,2.16,37.82,69.0,74.96,1481.97,22.73,1.36,127.83,5327.81,29743.48
NURE_WA_0494,-118.60890478518006,48.78093871857453,MCC,16.22,50.82,36.9,12.68,998.15,58.91,3.13,223.9,3262.13,63309.51
NURE_WA_0495,-118.93994331592184,47.820240390791696,BACKGROUND,19.26,45.13,40.77,67.61,462.17,17.42,4.38,95.58,1855.0,98487.64
NURE_WA_0496,-118.24903166444739,47.76797213161451,BATHOLITH,3.83,52.46,59.24,11.93,294.22,17.77,0.79,87.72,4420.32,25839.75
NURE_WA_0497,-119.76679608910504,47.66730854453504,BACKGROUND,21.33,50.1,74.49,15.94,315.83,17.92,1.9,53.55,8717.65,21254.08
NURE_WA_0498,-117.0768155770015,48.51828839926982,BACKGROUND,1.22,138.88,14.87,11.94,193.3,40.53,1.05,106.29,6400.62,37919.04
NURE_WA_0499,-117.0413677665612,48.630361162379046,BACKGROUND,8.21,45.66,50.7,4.81,576.25,9.96,3.57,150.62,5762.9,74738.2
NURE_WA_0500,-117.90551485794076,47.55053783172103,BATHOLITH,12.69,54.35,66.38,141.88,231.69,13.62,0.57,114.5,4725.39,29367.53
NURE_WA_0501,-118.39171090096764,48.997939593989905,BATHOLITH,1.28,78.26,94.84,12.1,656.69,6.47,2.76,82.73,2528.34,19687.31
NURE_WA_0502,-119.07141715114102,47.58315405384236,BACKGROUND,7.78,15.42,16.26,19.13,279.71,41.8,1.34,70.99,2243.08,81360.21
NURE_WA_0503,-117.55861494087915,48.366074136481714,BACKGROUND,8.96,21.07,56.84,23.4,593.38,12.75,1.41,124.09,2852.16,82188.91
NURE_WA_0504,-117.94580648233836,48.63449683112147,BATHOLITH,7.74,20.91,33.36,17.91,584.89,14.72,1.84,134.63,3080.69,12436.77
NURE_WA_0505,-119.51214918196533,48.89355059799374,MCC,14.19,68.14,11.54,46.55,1050.74,25.17,2.46,213.36,7866.85,32502.76
NURE_WA_0506,-117.26721844651847,48.642539091411884,BACKGROUND,6.45,59.45,18.1,22.9,214.99,16.15,2.79,78.42,3659.75,16204.05
NURE_WA_0507,-117.53238827123049,48.78276493291167,BACKGROUND,5.73,51.79,14.73,9.16,194.37,10.5,2.79,69.68,3382.0,38870.98
NURE_WA_0508,-117.15060026012422,48.04312030806849,BACKGROUND,16.87,100.2,8.92,52.16,492.0,24.05,1.96,198.6,2028.53,26048.37
NURE_WA_0509,-117.82284147483492,48.80372018199442,BATHOLITH,6.67,78.61,127.26,15.55,932.55,34.09,4.75,120.5,1299.09,38750.32
NURE_WA_0510,-118.15975441219263,47.62818375421548,BATHOLITH,6.83,253.55,59.76,31.78,939.74,18.57,0.54,78.02,7494.58,19178.42
NURE_WA_0511,-118.74527089112814,48.93170664969684,MCC,17.07,1461.46,660.67,68.3,4019.96,76.21,3.01,136.51,6052.29,36077.12
NURE_WA_0512,-117.20181454993796,48.37614780184598,BACKGROUND,2.4,11.06,16.31,5.37,224.89,8.86,1.29,60.61,5143.3,22667.16
NURE_WA_0513,-117.40180833149877,48.80767643193999,THORITE_ANOMALY,18.576548449278746,64.8,28.75,16.8,223.19,27.95,8.585686990026298,107.55,9372.97,49661.34
NURE_WA_0514,-119.86434398968143,48.22370925522928,MCC,18.5,132.78,204.52,7.62,1459.65,113.78,2.51,256.98,2722.17,29483.62
NURE_WA_0515,-119.92089907650825,48.52972431231444,MCC,2.03,39.58,20.68,89.41,1900.65,42.08,3.39,93.95,7514.4,30158.87
NURE_WA_0516,-118.87060989936585,48.34224425749778,MCC,7.92,141.85,27.82,77.92,479.38,14.65,3.14,97.97,3000.1,49163.64
NURE_WA_0517,-117.5683400076545,48.670543234808534,BACKGROUND,4.79,147.34,81.5,73.31,439.99,30.54,1.27,62.23,1048.1,75886.05
NURE_WA_0518,-117.03817161205517,47.63060797124894,BACKGROUND,7.02,30.7,13.5,12.16,233.57,11.98,0.78,198.8,9862.64,8262.88
NURE_WA_0519,-119.54874932668942,47.5965633343849,BACKGROUND,1.1,13.39,22.58,12.59,1552.77,42.67,1.32,140.15,5846.38,21548.28
NURE_WA_0520,-118.21760785394359,47.895365174416234,BATHOLITH,2.65,73.94,31.84,13.77,657.51,10.18,1.13,109.32,4779.62,15629.2
NURE_WA_0521,-118.85732743010693,47.7552714881811,BACKGROUND,1.3,28.4,18.25,11.66,376.1,43.56,1.34,398.39,4917.14,31584.03
NURE_WA_0522,-117.09025680655618,48.89485370654752,BACKGROUND,8.41,377.71,9.89,7.79,338.53,15.71,0.82,104.18,9869.3,32640.8
NURE_WA_0523,-117.47364323059287,47.85074237977287,BACKGROUND,4.43,103.43,8.0,43.63,465.87,16.22,4.19,151.93,4687.96,9988.69
NURE_WA_0524,-117.48501388586659,49.06138440931061,BACKGROUND,5.45,29.65,7.53,27.83,744.6,7.3,1.67,48.75,2344.19,40737.61
NURE_WA_0525,-118.59392052061509,48.03903326683377,MCC,5.22,12.54,18.45,32.36,982.89,67.05,5.05,42.36,1339.5,30430.72
NURE_WA_0526,-118.755541492987,47.79138866510192,BACKGROUND,2.1,46.58,27.42,9.85,363.99,10.12,1.71,138.93,2122.56,21038.15
NURE_WA_0527,-119.17977878420788,48.763517611427964,MCC,10.56,119.0,74.13,282.26,1839.65,55.92,1.85,59.76,2878.97,20241.14
NURE_WA_0528,-119.83087351004721,48.553932440801404,MCC,6.82,358.93,97.86,173.85,1642.18,44.65,1.71,81.04,6034.34,46686.0
NURE_WA_0529,-117.40583287123484,48.297113146325025,BACKGROUND,3.74,2.83,16.09,23.99,764.64,18.26,1.63,266.21,2175.19,25772.59
NURE_WA_0530,-117.56129697260977,48.38858168150021,THORITE_ANOMALY,12.872855344244664,18.79,11.8,40.28,590.17,15.35,11.756880081217306,134.32,8606.12,23257.04
NURE_WA_0531,-117.0008469801416,48.65072284523562,BACKGROUND,14.2,35.4,66.34,6.79,749.25,38.46,3.75,36.54,2708.48,26244.08
NURE_WA_0532,-117.01008948877828,47.86552758613008,BACKGROUND,4.16,82.49,7.46,52.49,228.34,10.65,1.23,38.9,4066.37,81704.22
NURE_WA_0533,-118.33370488319211,49.09413426569079,BATHOLITH,6.59,32.61,49.87,22.51,542.85,11.11,1.69,142.64,4383.75,32139.08
NURE_WA_0534,-117.69303775445847,49.05966905943485,BACKGROUND,28.54,30.83,22.06,16.94,1520.96,13.14,1.73,109.88,2626.78,31928.19
NURE_WA_0535,-117.16570281035271,48.5405210981551,BACKGROUND,40.75,60.04,52.12,72.58,174.34,7.44,4.43,88.25,2658.75,14971.63
NURE_WA_0536,-117.45105782796776,47.819267921486635,BACKGROUND,3.56,30.32,21.5,45.34,373.37,28.62,3.61,56.81,7191.91,25645.2
NURE_WA_0537,-119.2579556947704,48.58836518789007,MCC,14.28,175.03,120.61,145.58,734.23,87.74,1.88,152.33,5936.7,73201.47
NURE_WA_0538,-118.64836759406973,47.61551745436668,BACKGROUND,17.36,152.89,28.84,20.34,834.79,23.16,1.81,128.8,3784.35,18691.87
NURE_WA_0539,-119.61252175454551,47.54904400352929,BACKGROUND,16.56,48.12,124.56,5.12,377.83,15.72,4.03,128.41,4583.65,16063.08
NURE_WA_0540,-117.13784691822383,47.912292621617944,BACKGROUND,2.16,60.12,7.27,12.72,679.23,8.95,5.22,202.84,1614.4,17896.3
NURE_WA_0541,-118.18147609664736,48.240196730782905,BATHOLITH,22.02,60.27,32.36,28.45,625.68,19.88,0.87,140.08,1338.75,45986.12
NURE_WA_0542,-119.3140715834896,48.88923600865341,MCC,8.05,268.53,242.51,60.55,3322.4,14.64,3.94,104.62,3344.66,51793.75
NURE_WA_0543,-117.98489794678243,48.663470511626095,BATHOLITH,14.48,299.6,10.6,34.47,478.18,9.97,0.74,144.46,6269.49,63166.55
NURE_WA_0544,-118.14561527862631,48.68833043391997,BATHOLITH,3.22,145.59,78.27,15.95,522.67,9.19,4.87,44.5,5191.3,21556.04
NURE_WA_0545,-118.92551184590148,48.18078933511692,MCC,2.58,83.3,17.12,45.0,2975.8,37.38,6.49,59.68,1896.55,16981.29
NURE_WA_0546,-119.6593272234011,48.05349598807514,MCC,56.1,11.84,38.96,11.36,467.05,7.9,3.49,100.42,7052.22,33075.12
NURE_WA_0547,-117.9852804132216,48.09366202077536,BATHOLITH,20.92,12.76,7.08,9.23,311.68,33.47,1.95,205.5,2816.28,35792.73
